sku_id,weekly_demand_rate,on_hand_units,on_order_units,lead_time_days,reorder_point,description,unit_cost,list_price,lead_time_weeks,demand_during_leadtime,projected_position,stockout_risk_score,demand_8wk,overstock_ratio,overstock_risk_score,quadrant,value_at_stake
DCGS0003,2.5392146649338887,17,0,15,15,BOXED GLASS ASHTRAY,1.25,2.51,2.142857142857143,5.44117428200119,11.558825717998811,0.2294116188000792,20.31371731947111,0.8368729234853118,0.0,Healthy,0.0
90214I,3.1040244695712698,33,32,7,30,"LETTER ""I"" BLING KEY RING",0.42,0.85,1.0,3.1040244695712698,61.89597553042873,0.0,24.832195756570158,1.3289199361787725,0.10963997872625748,Healthy,0.0
90214L,3.215309233066906,34,86,17,73,"LETTER ""L"" BLING KEY RING",0.42,0.85,2.4285714285714284,7.8086081374482,112.1913918625518,0.0,25.72247386453525,1.3218013235840955,0.10726710786136517,Healthy,0.0
90214W,3.1040244695712698,84,0,18,70,"LETTER ""W"" BLING KEY RING",0.42,0.84,2.5714285714285716,7.98177720746898,76.01822279253102,0.0,24.832195756570158,3.382705292091421,0.7942350973638069,Markdown / clear,35.28
DCGS0062,2.5392146649338887,27,0,14,14,ROAD-RAGE CAR FRESHENER,1.25,2.51,2.0,5.078429329867777,21.921570670132223,0.0,20.31371731947111,1.3291511137707894,0.10971703792359648,Healthy,0.0
90214M,3.6021602796645866,31,69,19,66,"LETTER ""M"" BLING KEY RING",0.52,1.05,2.7142857142857144,9.777292187661022,90.22270781233898,0.0,28.817282237316693,1.0757433593046055,0.025247786434868507,Healthy,0.0
90214O,3.1040244695712698,24,35,8,29,"LETTER ""O"" BLING KEY RING",0.62,1.25,1.1428571428571428,3.5474565366528794,55.45254346334712,0.0,24.832195756570158,0.9664872263118346,0.0,Healthy,0.0
DCGSSGIRL,2.5392146649338887,170,74,21,126,GIRLS PARTY BAG,1.64,3.29,3.0,7.617643994801666,236.38235600519835,0.0,20.31371731947111,8.368729234853118,1.0,Markdown / clear,278.8
90214J,3.6021602796645866,0,93,21,63,"LETTER ""J"" BLING KEY RING",0.42,0.85,3.0,10.80648083899376,82.19351916100624,0.0,28.817282237316693,0.0,0.0,Healthy,0.0
DCGS0037,2.5392146649338887,26,0,13,13,KEY-RING CORKSCREW,6.36,12.72,1.8571428571428572,4.715684377734365,21.284315622265634,0.0,20.31371731947111,1.2799232947422416,0.09330776491408055,Healthy,0.0
DCGS0076,2.527455328645957,24,0,15,23,SUNJAR LED NIGHT NIGHT LIGHT,8.06,16.13,2.142857142857143,5.415975704241336,18.584024295758663,0.1919989436626668,20.219642629167655,1.1869645987401887,0.062321532913396226,Healthy,0.0
DCGSSBOY,2.5392146649338887,155,72,19,105,BOYS PARTY BAG,1.64,3.29,2.7142857142857144,6.8921540905348415,220.10784590946517,0.0,20.31371731947111,7.630311949424902,1.0,Markdown / clear,254.2
90214N,4.264013770228334,12,34,8,27,"LETTER ""N"" BLING KEY RING",0.42,0.85,1.1428571428571428,4.873158594546667,41.126841405453334,0.0,34.11211016182667,0.3517812279296829,0.0,Healthy,0.0
GIFT_0001_70,2.5392146649338887,21,0,8,8,Dotcomgiftshop Gift Voucher Â£70.00,29.78,59.57,1.1428571428571428,2.901959617067301,18.098040382932698,0.0,20.31371731947111,1.033784199599503,0.011261399866500987,Healthy,0.0
PADS,3.1040244695712698,32,14,20,20,PADS TO MATCH ALL CUSHIONS,0.0,0.0,2.857142857142857,8.8686413416322,37.1313586583678,0.0,24.832195756570158,1.2886496350824461,0.09621654502748204,Healthy,0.0
90214F,3.1040244695712698,28,25,7,22,"LETTER ""F"" BLING KEY RING",0.42,0.85,1.0,3.1040244695712698,49.89597553042873,0.0,24.832195756570158,1.1275684306971403,0.0425228102323801,Healthy,0.0
DCGS0068,2.5392146649338887,27,0,14,14,DOGS NIGHT COLLAR,4.28,8.56,2.0,5.078429329867777,21.921570670132223,0.0,20.31371731947111,1.3291511137707894,0.10971703792359648,Healthy,0.0
23184,26.343674962219694,0,80,8,78,BULL DOG BOTTLE OPENER,2.72,4.95,1.1428571428571428,30.10705709967965,49.89294290032035,0.36034688589332886,210.74939969775755,0.0,0.0,Healthy,0.0
90214C,3.6021602796645866,38,83,17,68,"LETTER ""C"" BLING KEY RING",0.42,0.85,2.4285714285714284,8.748103536328282,112.25189646367171,0.0,28.817282237316693,1.318653150115323,0.10621771670510764,Healthy,0.0
22337,36.12303103495591,152,1247,20,942,ANGEL DECORATION PAINTED ZINC,0.32,0.65,2.857142857142857,103.20866009987402,1295.7913399001259,0.0,288.98424827964726,0.5259802252367439,0.0,Healthy,0.0
22338,312.10248418792895,0,1384,18,1234,STAR DECORATION PAINTED ZINC,0.32,0.63,2.5714285714285716,802.5492450546745,581.4507549453255,0.5288081402387963,2496.8198735034316,0.0,0.0,Reorder now,505.61
22339,71.74316694411145,53,1243,21,1184,CHRISTMAS TREE PAINTED ZINC,0.29,0.65,3.0,215.22950083233434,1080.7704991676655,0.08718707840568785,573.9453355528916,0.09234328901539755,0.0,Healthy,0.0
22340,128.71978479513118,0,499,19,446,NOEL GARLAND PAINTED ZINC,0.42,0.83,2.7142857142857144,349.3822730153561,149.61772698464392,0.6645342444290495,1029.7582783610494,0.0,0.0,Reorder now,289.99
22341,6.066346810436389,0,848,11,593,LOVE GARLAND PAINTED ZINC,0.82,1.65,1.5714285714285714,9.532830702114326,838.4671692978857,0.0,48.530774483491115,0.0,0.0,Healthy,0.0
22342,25.344880487549403,0,263,10,152,HOME GARLAND PAINTED ZINC,0.82,1.65,1.4285714285714286,36.20697212507058,226.7930278749294,0.0,202.75904390039523,0.0,0.0,Healthy,0.0
22336,14.679254008637212,0,990,9,623,DOVE DECORATION PAINTED ZINC,0.32,0.65,1.2857142857142858,18.87332658253356,971.1266734174665,0.0,117.4340320690977,0.0,0.0,Healthy,0.0
22343,16.9446170330247,0,676,10,429,PARTY PIZZA DISH RED RETROSPOT,0.42,0.85,1.4285714285714286,24.206595761463856,651.7934042385361,0.0,135.5569362641976,0.0,0.0,Healthy,0.0
22345,11.597003772167552,0,520,15,396,PARTY PIZZA DISH BLUE POLKADOT,0.42,0.85,2.142857142857143,24.85072236893047,495.14927763106954,0.0,92.77603017734042,0.0,0.0,Healthy,0.0
22346,14.106051364179914,0,479,13,380,PARTY PIZZA DISH GREEN POLKADOT,0.42,0.85,1.8571428571428572,26.196952533476985,452.803047466523,0.0,112.84841091343931,0.0,0.0,Healthy,0.0
22347,3.1040244695712698,969,1655,21,1481,PIZZA SLICE DISH,0.62,1.25,3.0,9.31207340871381,2614.687926591286,0.0,24.832195756570158,39.02192176234032,1.0,Markdown / clear,600.78
22348,85.3338239805556,0,1011,16,800,TEA BAG PLATE RED RETROSPOT,0.42,0.85,2.2857142857142856,195.0487405269842,815.9512594730159,0.0,682.6705918444447,0.0,0.0,Healthy,0.0
22349,22.983210709692663,0,582,20,555,DOG BOWL CHASING BALL DESIGN,1.88,3.75,2.857142857142857,65.6663163134076,516.3336836865924,0.06966903840253624,183.8656856775413,0.0,0.0,Healthy,0.0
22350,22.983210709692663,0,784,21,695,ILLUSTRATED CAT BOWL,1.27,2.55,3.0,68.949632129078,715.050367870922,0.0,183.8656856775413,0.0,0.0,Healthy,0.0
22344,10.150742741366718,0,522,20,495,PARTY PIZZA DISH PINK POLKADOT,0.42,0.85,2.857142857142857,29.002122118190623,492.99787788180936,0.00404469114785988,81.20594193093375,0.0,0.0,Healthy,0.0
22351,2.5392146649338887,124,0,8,68,DOTCOMGIFTSHOP TEA TOWEL,1.64,3.29,1.1428571428571428,2.901959617067301,121.0980403829327,0.0,20.31371731947111,6.104249559539921,1.0,Markdown / clear,203.36
22335,48.45842226028787,0,1064,13,729,HEART DECORATION PAINTED ZINC,0.32,0.65,1.8571428571428572,89.99421276910604,974.0057872308939,0.0,387.66737808230295,0.0,0.0,Healthy,0.0
22333,46.72832941437294,0,1054,14,712,RETROSPOT PARTY BAG + STICKER SET,0.82,1.65,2.0,93.45665882874589,960.5433411712542,0.0,373.82663531498355,0.0,0.0,Healthy,0.0
22319,17.95190776943867,0,636,17,530,HAIRCLIPS FORTIES FABRIC ASSORTED,0.32,0.65,2.4285714285714284,43.597490297208196,592.4025097027918,0.0,143.61526215550936,0.0,0.0,Healthy,0.0
22320,9.636058502672462,0,133,16,102,BIRDS MOBILE VINTAGE DESIGN,2.98,5.95,2.2857142857142856,22.025276577537056,110.97472342246294,0.0,77.0884680213797,0.0,0.0,Healthy,0.0
22321,16.968921062601446,0,325,14,241,BIRD DECORATION RED RETROSPOT,0.42,0.85,2.0,33.93784212520289,291.0621578747971,0.0,135.75136850081157,0.0,0.0,Healthy,0.0
22322,4.435574205436875,0,245,10,131,BIRD DECORATION GREEN POLKADOT,0.42,0.85,1.4285714285714286,6.336534579195536,238.66346542080447,0.0,35.484593643495,0.0,0.0,Healthy,0.0
22323,3.1040244695712698,0,109,8,106,PINK POLKADOT KIDS BAG,0.98,1.95,1.1428571428571428,3.5474565366528794,105.45254346334713,0.005164684308045953,24.832195756570158,0.0,0.0,Healthy,0.0
22324,7.606000892937003,0,176,15,141,BLUE POLKADOT KIDS BAG,2.06,4.13,2.142857142857143,16.298573342007863,159.70142665799213,0.0,60.84800714349603,0.0,0.0,Healthy,0.0
22334,14.897209581437394,0,520,16,373,DINOSAUR PARTY BAG + STICKER SET,0.82,1.65,2.2857142857142856,34.05076475757119,485.9492352424288,0.0,119.17767665149916,0.0,0.0,Healthy,0.0
22325,9.094486837234918,0,130,10,78,MOBILE VINTAGE HEARTS,2.48,4.95,1.4285714285714286,12.99212405319274,117.00787594680726,0.0,72.75589469787934,0.0,0.0,Healthy,0.0
22327,49.59271124105057,0,256,17,230,ROUND SNACK BOXES SET OF 4 SKULLS,1.48,2.95,2.4285714285714284,120.43944158540853,135.56055841459147,0.41060626776264575,396.7416899284046,0.0,0.0,Healthy,0.0
22328,113.32743554335549,0,1191,19,1063,ROUND SNACK BOXES SET OF 4 FRUITS,1.48,2.95,2.7142857142857144,307.6030393319649,883.396960668035,0.16895864471492472,906.6194843468439,0.0,0.0,Healthy,0.0
22329,18.87519208212349,0,503,14,358,ROUND CONTAINER SET OF 5 RETROSPOT,0.82,1.65,2.0,37.75038416424698,465.24961583575305,0.0,151.00153665698792,0.0,0.0,Healthy,0.0
22330,3.1040244695712698,51,100,7,78,72 ROUND PINK DOILIES,0.72,1.45,1.0,3.1040244695712698,147.89597553042873,0.0,24.832195756570158,2.053785355912648,0.3512617853042161,Healthy,0.0
22331,33.24558118131602,0,414,11,260,WOODLAND PARTY BAG + STICKER SET,0.82,1.65,1.5714285714285714,52.24305614206803,361.75694385793196,0.0,265.96464945052816,0.0,0.0,Healthy,0.0
22332,18.25767383396442,0,762,19,692,SKULLS PARTY BAG + STICKER SET,0.82,1.65,2.7142857142857144,49.55654326361772,712.4434567363822,0.0,146.06139067171537,0.0,0.0,Healthy,0.0
22326,175.86572403995902,0,940,15,802,ROUND SNACK BOXES SET OF4 WOODLAND,1.48,2.95,2.142857142857143,376.8551229427693,563.1448770572307,0.29782434282140813,1406.9257923196722,0.0,0.0,Healthy,0.0
22352,34.92933546869354,0,440,12,305,LUNCH BOX WITH CUTLERY RETROSPOT,1.27,2.55,1.7142857142857142,59.87886080347463,380.12113919652535,0.0,279.4346837495483,0.0,0.0,Healthy,0.0
22353,2.527455328645957,0,448,18,399,LUNCH BOX WITH CUTLERY FAIRY CAKES,1.27,2.55,2.5714285714285716,6.499170845089604,441.5008291549104,0.0,20.219642629167655,0.0,0.0,Healthy,0.0
22354,5.00340119570569,0,332,19,293,RETROSPOT PADDED SEAT CUSHION,1.88,3.75,2.7142857142857144,13.580660388344016,318.41933961165597,0.0,40.02720956564552,0.0,0.0,Healthy,0.0
22378,19.250419931075566,0,331,7,192,WALL TIDY RETROSPOT,1.05,2.1,1.0,19.250419931075566,311.74958006892444,0.0,154.00335944860453,0.0,0.0,Healthy,0.0
22379,108.84372990129924,0,993,17,978,RECYCLING BAG RETROSPOT,1.05,2.1,2.4285714285714284,264.334772617441,728.665227382559,0.254943530283682,870.7498392103939,0.0,0.0,Healthy,0.0
22380,23.65001474021485,0,421,9,235,TOY TIDY SPACEBOY,1.05,2.1,1.2857142857142858,30.407161808847665,390.59283819115234,0.0,189.2001179217188,0.0,0.0,Healthy,0.0
22381,52.09577217586136,0,675,16,586,TOY TIDY PINK POLKADOT,1.05,2.1,2.2857142857142856,119.07605068768311,555.9239493123168,0.05132431857966413,416.7661774068909,0.0,0.0,Healthy,0.0
22382,197.79048307587988,0,1087,17,899,LUNCH BAG SPACEBOY DESIGN,0.82,1.65,2.4285714285714284,480.3483160414225,606.6516839585775,0.32519278758778924,1582.323864607039,0.0,0.0,Healthy,0.0
22383,172.6264726370999,0,1336,19,1283,LUNCH BAG SUKI  DESIGN,0.82,1.65,2.7142857142857144,468.55756858641405,867.442431413586,0.32389522103383794,1381.0117810967993,0.0,0.0,Healthy,0.0
22377,7.981262977161188,0,494,12,365,BOTTLE BAG RETROSPOT,1.05,2.1,1.7142857142857142,13.682165103704893,480.3178348962951,0.0,63.8501038172895,0.0,0.0,Healthy,0.0
22384,149.9352933056848,0,1148,17,936,LUNCH BAG PINK POLKADOT,0.82,1.65,2.4285714285714284,364.12856945666306,783.8714305433369,0.16253052292378534,1199.4823464454785,0.0,0.0,Healthy,0.0
22386,308.1002836086924,0,2135,18,1997,JUMBO BAG PINK POLKADOT,0.98,1.95,2.5714285714285716,792.2578721366376,1342.7421278633624,0.32762036661824623,2464.802268869539,0.0,0.0,Healthy,0.0
22389,9.630913458838684,108,349,19,259,PAPERWEIGHT SAVE THE PLANET,1.4,2.55,2.7142857142857144,26.14105081684786,430.85894918315216,0.0,77.04730767070947,1.4017361964363304,0.1339120654787768,Healthy,0.0
22390,8.804663821529353,0,309,11,224,PAPERWEIGHT CHILDHOOD MEMORIES,1.4,2.55,1.5714285714285714,13.835900290974697,295.1640997090253,0.0,70.43731057223482,0.0,0.0,Healthy,0.0
22391,3.3608692544182444,0,80,8,66,PAPERWEIGHT HOME SWEET HOME,1.4,2.55,1.1428571428571428,3.8409934336208504,76.15900656637915,0.0,26.886954035345955,0.0,0.0,Healthy,0.0
22393,21.342148755502595,99,278,20,309,PAPERWEIGHT VINTAGE COLLAGE,1.4,2.55,2.857142857142857,60.97756787286456,316.02243212713546,0.0,170.73719004402076,0.5798385224360028,0.0,Healthy,0.0
22394,5.963468951649556,37,141,9,120,PAPERWEIGHT KINGS CHOICE,1.4,2.55,1.2857142857142858,7.66731722354943,170.33268277645058,0.0,47.70775161319645,0.7755553080762965,0.0,Healthy,0.0
22385,171.02232818928553,0,1255,11,736,JUMBO BAG SPACEBOY DESIGN,0.98,1.95,1.5714285714285714,268.74937286887723,986.2506271311228,0.0,1368.1786255142842,0.0,0.0,Healthy,0.0
22376,11.419022855048599,0,76,12,45,AIRLINE BAG VINTAGE JET SET WHITE,2.12,4.25,1.7142857142857142,19.575467751511884,56.42453224848812,0.0,91.35218284038879,0.0,0.0,Healthy,0.0
22375,13.037019631259444,0,74,18,68,AIRLINE BAG VINTAGE JET SET BROWN,2.12,4.25,2.5714285714285716,33.52376476609572,40.47623523390428,0.40476124656023116,104.29615705007555,0.0,0.0,Healthy,0.0
22374,21.409876414394482,0,50,7,40,AIRLINE BAG VINTAGE JET SET RED,2.12,4.25,1.0,21.409876414394482,28.590123585605518,0.28524691035986205,171.27901131515586,0.0,0.0,Healthy,0.0
22355,381.8951008017933,0,1677,9,871,CHARLOTTE BAG SUKI DESIGN,0.42,0.85,1.2857142857142858,491.0079867451629,1185.992013254837,0.0,3055.1608064143466,0.0,0.0,Healthy,0.0
22356,224.55484180389067,0,1181,11,661,CHARLOTTE BAG PINK POLKADOT,0.42,0.85,1.5714285714285714,352.87189426325676,828.1281057367432,0.0,1796.4387344311253,0.0,0.0,Healthy,0.0
22357,25.389141924865864,0,474,15,374,KINGS CHOICE BISCUIT TIN,2.12,4.25,2.142857142857143,54.405304124712565,419.5946958752874,0.0,203.11313539892691,0.0,0.0,Healthy,0.0
22358,17.854596199136935,0,230,18,210,KINGS CHOICE TEA CADDY,1.48,2.95,2.5714285714285716,45.9118187977807,184.0881812022193,0.12338961332276532,142.83676959309548,0.0,0.0,Healthy,0.0
22359,5.811277204272933,69,439,8,326,GLASS JAR KINGS CHOICE,1.48,2.95,1.1428571428571428,6.641459662026209,501.3585403379738,0.0,46.490217634183466,1.4841832004947526,0.16139440016491755,Healthy,0.0
22360,17.15780185974046,0,260,16,258,GLASS JAR ENGLISH CONFECTIONERY,1.48,2.95,2.2857142857142856,39.21783282226391,220.78216717773608,0.1442551659777671,137.26241487792367,0.0,0.0,Healthy,0.0
22361,23.605689798310948,0,170,11,142,GLASS JAR DAISY FRESH COTTON WOOL,1.48,2.95,1.5714285714285714,37.094655397345775,132.90534460265422,0.0640468689953928,188.84551838648758,0.0,0.0,Healthy,0.0
22362,11.407263518760667,0,124,10,87,GLASS JAR PEACOCK BATH SALTS,1.48,2.95,1.4285714285714286,16.29609074108667,107.70390925891333,0.0,91.25810815008533,0.0,0.0,Healthy,0.0
22363,5.26970553883539,0,233,14,160,GLASS JAR MARMALADE,1.48,2.95,2.0,10.53941107767078,222.4605889223292,0.0,42.15764431068312,0.0,0.0,Healthy,0.0
22364,11.09480700156183,0,508,13,388,GLASS JAR DIGESTIVE BISCUITS,1.48,2.95,1.8571428571428572,20.60464157432911,487.3953584256709,0.0,88.75845601249463,0.0,0.0,Healthy,0.0
22365,22.53403658284237,0,432,16,320,DOORMAT RESPECTABLE HOUSE,3.98,7.95,2.2857142857142856,51.50636933221112,380.49363066778886,0.0,180.27229266273895,0.0,0.0,Healthy,0.0
22366,17.576689930646516,0,320,11,217,DOORMAT AIRMAIL,3.98,7.95,1.5714285714285714,27.62051274815881,292.37948725184117,0.0,140.61351944517213,0.0,0.0,Healthy,0.0
22367,114.51111363139536,0,490,19,467,CHILDRENS APRON SPACEBOY DESIGN,0.98,1.95,2.7142857142857144,310.8158798566446,179.18412014335541,0.6163080939114445,916.0889090511629,0.0,0.0,Reorder now,606.09
22371,46.14234263044519,0,86,8,69,AIRLINE BAG VINTAGE TOKYO 78,2.12,4.25,1.1428571428571428,52.73410586336593,33.26589413663407,0.5178855922226947,369.13874104356154,0.0,0.0,Reorder now,224.12
22372,14.16379988775382,0,87,19,76,AIRLINE BAG VINTAGE WORLD CHAMPION,2.12,4.25,2.7142857142857144,38.444599695331796,48.555400304668204,0.36111315388594467,113.31039910203056,0.0,0.0,Healthy,0.0
22318,5.823036540560865,0,88,8,74,FIVE HEART HANGING DECORATION,1.48,2.95,1.1428571428571428,6.654898903498131,81.34510109650186,0.0,46.58429232448692,0.0,0.0,Healthy,0.0
22395,5.963468951649556,104,77,15,127,PAPERWEIGHT VINTAGE PAISLEY,1.4,2.55,2.142857142857143,12.778862039249049,168.22113796075095,0.0,47.70775161319645,2.1799392443225627,0.39331308144085425,Healthy,0.0
22317,5.823036540560865,0,59,9,55,FIVE CATS HANGING DECORATION,1.48,2.95,1.2857142857142858,7.486761266435398,51.513238733564606,0.06339565938973446,46.58429232448692,0.0,0.0,Healthy,0.0
22315,14.331064568783138,0,350,19,266,200 RED + WHITE BENDY STRAWS,0.62,1.25,2.7142857142857144,38.89860382955423,311.10139617044575,0.0,114.6485165502651,0.0,0.0,Healthy,0.0
22263,6.35119549645859,0,349,8,220,FELT EGG COSY LADYBIRD,0.42,0.85,1.1428571428571428,7.258509138809817,341.7414908611902,0.0,50.80956397166872,0.0,0.0,Healthy,0.0
22264,3.1040244695712698,0,549,13,447,FELT FARM ANIMAL WHITE BUNNY,0.42,0.85,1.8571428571428572,5.764616872060929,543.235383127939,0.0,24.832195756570158,0.0,0.0,Healthy,0.0
22265,6.14659491260229,0,659,19,475,EASTER DECORATION NATURAL CHICK,0.32,0.65,2.7142857142857144,16.683614762777644,642.3163852372223,0.0,49.17275930081832,0.0,0.0,Healthy,0.0
22266,56.341741124638176,0,651,9,479,EASTER DECORATION HANGING BUNNY,0.32,0.65,1.2857142857142858,72.43938144596338,578.5606185540366,0.0,450.7339289971054,0.0,0.0,Healthy,0.0
22267,17.654488696087018,0,331,7,265,EASTER DECORATION EGG BUNNY,0.62,1.25,1.0,17.654488696087018,313.345511303913,0.0,141.23590956869614,0.0,0.0,Healthy,0.0
22268,21.699804572432978,0,329,8,240,EASTER DECORATION SITTING BUNNY,0.42,0.85,1.1428571428571428,24.799776654209115,304.2002233457909,0.0,173.59843657946382,0.0,0.0,Healthy,0.0
22262,17.995371627489238,0,306,11,168,FELT EGG COSY CHICKEN,0.42,0.85,1.5714285714285714,28.27844112891166,277.72155887108835,0.0,143.9629730199139,0.0,0.0,Healthy,0.0
22269,24.977283455490667,0,337,14,209,EGG CUP NATURAL CHICKEN,0.62,1.25,2.0,49.954566910981335,287.0454330890187,0.0,199.81826764392534,0.0,0.0,Healthy,0.0
22271,30.959506336905743,0,354,14,297,FELTCRAFT DOLL ROSIE,1.48,2.95,2.0,61.91901267381149,292.0809873261885,0.016562332235055544,247.67605069524595,0.0,0.0,Healthy,0.0
22272,2.5392146649338887,0,197,7,103,FELTCRAFT DOLL MARIA,1.48,2.95,1.0,2.5392146649338887,194.4607853350661,0.0,20.31371731947111,0.0,0.0,Healthy,0.0
22273,109.07769946463266,0,867,11,669,FELTCRAFT DOLL MOLLY,1.48,2.95,1.5714285714285714,171.40781344442274,695.5921865555772,0.0,872.6215957170613,0.0,0.0,Healthy,0.0
22274,59.45279699713817,0,413,13,264,FELTCRAFT DOLL EMILY,1.48,2.95,1.8571428571428572,110.41233728039947,302.58766271960053,0.0,475.6223759771054,0.0,0.0,Healthy,0.0
22275,2.5392146649338887,0,173,13,125,WEEKEND BAG VINTAGE ROSE PAISLEY,4.25,8.5,1.8571428571428572,4.715684377734365,168.28431562226564,0.0,20.31371731947111,0.0,0.0,Healthy,0.0
22276,3.3726285907061757,0,228,15,208,WASH BAG VINTAGE ROSE PAISLEY,1.27,2.55,2.142857142857143,7.227061265798948,220.77293873420106,0.0,26.981028725649406,0.0,0.0,Healthy,0.0
22270,2.5392146649338887,0,202,11,117,HAPPY EASTER HANGING DECORATION,1.88,3.75,1.5714285714285714,3.990194473467539,198.00980552653246,0.0,20.31371731947111,0.0,0.0,Healthy,0.0
