sku_id,week,units_sold,seasonal_naive_forecast,baseline_forecast
10002,2011-02-28,4,455.0,455.0
10002,2011-03-07,2,28.0,28.0
10002,2011-03-14,11,25.0,25.0
10002,2011-03-21,11,85.0,85.0
10002,2011-03-28,126,84.0,84.0
10002,2011-04-04,0,747.0,747.0
10002,2011-04-11,62,47.0,47.0
10002,2011-04-18,1,267.0,267.0
10002,2011-04-25,0,35.0,35.0
10002,2011-05-02,0,162.0,162.0
10002,2011-05-09,0,1076.0,1076.0
10002,2011-05-16,0,164.0,164.0
10002,2011-05-23,0,63.0,63.0
10002,2011-05-30,0,89.0,89.0
10002,2011-06-06,0,128.0,128.0
10002,2011-06-13,0,205.0,205.0
10002,2011-06-20,0,25.0,25.0
10002,2011-06-27,0,36.0,36.0
10002,2011-07-04,0,129.0,129.0
10002,2011-07-11,0,33.0,33.0
10002,2011-07-18,0,271.0,271.0
10002,2011-07-25,0,69.0,69.0
10002,2011-08-01,0,236.0,236.0
10002,2011-08-08,0,65.0,65.0
10002,2011-08-15,0,2.0,2.0
10002,2011-08-22,0,272.0,272.0
10002,2011-08-29,0,1.0,1.0
10002,2011-09-05,0,44.0,44.0
10002,2011-09-12,0,33.0,33.0
10002,2011-09-19,0,126.0,126.0
10002,2011-09-26,0,449.0,449.0
10002,2011-10-03,0,48.0,48.0
10002,2011-10-10,0,486.0,486.0
10002,2011-10-17,0,47.0,47.0
10002,2011-10-24,0,52.0,52.0
10002,2011-10-31,0,170.0,170.0
10002,2011-11-07,0,4.0,4.0
10002,2011-11-14,0,718.0,718.0
10002,2011-11-21,0,51.0,51.0
10002,2011-11-28,0,91.0,91.0
10002,2011-12-05,0,138.0,138.0
10002R,2009-11-30,1,,
10002R,2009-12-07,0,,1.0
10002R,2009-12-14,2,,0.5
10002R,2009-12-21,0,,1.0
10002R,2009-12-28,0,,0.75
10002R,2010-01-04,0,,0.5
10002R,2010-01-11,0,,0.5
10002R,2010-01-18,0,,0.0
10002R,2010-01-25,1,,0.0
10002R,2010-02-01,0,,0.25
10002R,2010-02-08,0,,0.25
10002R,2010-02-15,0,,0.25
10002R,2010-02-22,0,,0.25
10002R,2010-03-01,0,,0.0
10002R,2010-03-08,0,,0.0
10002R,2010-03-15,0,,0.0
10002R,2010-03-22,0,,0.0
10002R,2010-03-29,0,,0.0
10002R,2010-04-05,0,,0.0
10002R,2010-04-12,0,,0.0
10002R,2010-04-19,0,,0.0
10002R,2010-04-26,0,,0.0
10002R,2010-05-03,0,,0.0
10002R,2010-05-10,0,,0.0
10002R,2010-05-17,0,,0.0
10002R,2010-05-24,0,,0.0
10002R,2010-05-31,0,,0.0
10002R,2010-06-07,0,,0.0
10002R,2010-06-14,0,,0.0
10002R,2010-06-21,0,,0.0
10002R,2010-06-28,0,,0.0
10002R,2010-07-05,0,,0.0
10002R,2010-07-12,0,,0.0
10002R,2010-07-19,0,,0.0
10002R,2010-07-26,0,,0.0
10002R,2010-08-02,0,,0.0
10002R,2010-08-09,0,,0.0
10002R,2010-08-16,0,,0.0
10002R,2010-08-23,0,,0.0
10002R,2010-08-30,0,,0.0
10002R,2010-09-06,0,,0.0
10002R,2010-09-13,0,,0.0
10002R,2010-09-20,0,,0.0
10002R,2010-09-27,0,,0.0
10002R,2010-10-04,0,,0.0
10002R,2010-10-11,0,,0.0
10002R,2010-10-18,0,,0.0
10002R,2010-10-25,0,,0.0
10002R,2010-11-01,0,,0.0
10002R,2010-11-08,0,,0.0
10002R,2010-11-15,0,,0.0
10002R,2010-11-22,0,,0.0
10002R,2010-11-29,0,1.0,1.0
10002R,2010-12-06,0,0.0,0.0
10002R,2010-12-13,0,2.0,2.0
10002R,2010-12-20,0,0.0,0.0
10002R,2010-12-27,0,0.0,0.0
10002R,2011-01-03,0,0.0,0.0
10002R,2011-01-10,0,0.0,0.0
10002R,2011-01-17,0,0.0,0.0
10002R,2011-01-24,0,1.0,1.0
10002R,2011-01-31,0,0.0,0.0
10002R,2011-02-07,0,0.0,0.0
10002R,2011-02-14,0,0.0,0.0
10002R,2011-02-21,0,0.0,0.0
10002R,2011-02-28,0,0.0,0.0
10002R,2011-03-07,0,0.0,0.0
10002R,2011-03-14,0,0.0,0.0
10002R,2011-03-21,0,0.0,0.0
10002R,2011-03-28,0,0.0,0.0
10002R,2011-04-04,0,0.0,0.0
10002R,2011-04-11,0,0.0,0.0
10002R,2011-04-18,0,0.0,0.0
10002R,2011-04-25,0,0.0,0.0
10002R,2011-05-02,0,0.0,0.0
10002R,2011-05-09,0,0.0,0.0
10002R,2011-05-16,0,0.0,0.0
10002R,2011-05-23,0,0.0,0.0
10002R,2011-05-30,0,0.0,0.0
10002R,2011-06-06,0,0.0,0.0
10002R,2011-06-13,0,0.0,0.0
10002R,2011-06-20,0,0.0,0.0
10002R,2011-06-27,0,0.0,0.0
10002R,2011-07-04,0,0.0,0.0
10002R,2011-07-11,0,0.0,0.0
10002R,2011-07-18,0,0.0,0.0
10002R,2011-07-25,0,0.0,0.0
10002R,2011-08-01,0,0.0,0.0
10002R,2011-08-08,0,0.0,0.0
10002R,2011-08-15,0,0.0,0.0
10002R,2011-08-22,0,0.0,0.0
10002R,2011-08-29,0,0.0,0.0
10002R,2011-09-05,0,0.0,0.0
10002R,2011-09-12,0,0.0,0.0
10002R,2011-09-19,0,0.0,0.0
10002R,2011-09-26,0,0.0,0.0
10002R,2011-10-03,0,0.0,0.0
10002R,2011-10-10,0,0.0,0.0
10002R,2011-10-17,0,0.0,0.0
10002R,2011-10-24,0,0.0,0.0
10002R,2011-10-31,0,0.0,0.0
10002R,2011-11-07,0,0.0,0.0
10002R,2011-11-14,0,0.0,0.0
10002R,2011-11-21,0,0.0,0.0
10002R,2011-11-28,0,0.0,0.0
10002R,2011-12-05,0,0.0,0.0
10080,2009-11-30,4,,
10080,2009-12-07,0,,4.0
10080,2009-12-14,0,,2.0
10080,2009-12-21,0,,1.3333333333333333
10080,2009-12-28,0,,1.0
10080,2010-01-04,0,,0.0
10080,2010-01-11,0,,0.0
10080,2010-01-18,0,,0.0
10080,2010-01-25,0,,0.0
10080,2010-02-01,0,,0.0
10080,2010-02-08,0,,0.0
10080,2010-02-15,0,,0.0
10080,2010-02-22,0,,0.0
10080,2010-03-01,0,,0.0
10080,2010-03-08,0,,0.0
10080,2010-03-15,0,,0.0
10080,2010-03-22,0,,0.0
10080,2010-03-29,0,,0.0
10080,2010-04-05,0,,0.0
10080,2010-04-12,0,,0.0
10080,2010-04-19,0,,0.0
10080,2010-04-26,0,,0.0
10080,2010-05-03,0,,0.0
10080,2010-05-10,0,,0.0
10080,2010-05-17,0,,0.0
10080,2010-05-24,0,,0.0
10080,2010-05-31,0,,0.0
10080,2010-06-07,0,,0.0
10080,2010-06-14,0,,0.0
10080,2010-06-21,0,,0.0
10080,2010-06-28,0,,0.0
10080,2010-07-05,0,,0.0
10080,2010-07-12,0,,0.0
10080,2010-07-19,0,,0.0
10080,2010-07-26,1,,0.0
10080,2010-08-02,0,,0.25
10080,2010-08-09,0,,0.25
10080,2010-08-16,0,,0.25
10080,2010-08-23,0,,0.25
10080,2010-08-30,0,,0.0
10080,2010-09-06,0,,0.0
10080,2010-09-13,6,,0.0
10080,2010-09-20,0,,1.5
10080,2010-09-27,0,,1.5
10080,2010-10-04,0,,1.5
10080,2010-10-11,0,,1.5
10080,2010-10-18,0,,0.0
10080,2010-10-25,0,,0.0
10080,2010-11-01,0,,0.0
10080,2010-11-08,0,,0.0
10080,2010-11-15,1,,0.0
10080,2010-11-22,0,,0.25
10080,2010-11-29,0,4.0,4.0
10080,2010-12-06,0,0.0,0.25
10080,2010-12-13,0,0.0,0.25
10080,2010-12-20,0,0.0,0.0
10080,2010-12-27,0,0.0,0.0
10080,2011-01-03,0,0.0,0.0
10080,2011-01-10,0,0.0,0.0
10080,2011-01-17,0,0.0,0.0
10080,2011-01-24,0,0.0,0.0
10080,2011-01-31,0,0.0,0.0
10080,2011-02-07,0,0.0,0.0
10080,2011-02-14,0,0.0,0.0
10080,2011-02-21,2,0.0,0.0
10080,2011-02-28,0,0.0,0.5
10080,2011-03-07,0,0.0,0.5
10080,2011-03-14,0,0.0,0.5
10080,2011-03-21,0,0.0,0.5
10080,2011-03-28,0,0.0,0.0
10080,2011-04-04,0,0.0,0.0
10080,2011-04-11,0,0.0,0.0
10080,2011-04-18,0,0.0,0.0
10080,2011-04-25,0,0.0,0.0
10080,2011-05-02,0,0.0,0.0
10080,2011-05-09,0,0.0,0.0
10080,2011-05-16,0,0.0,0.0
10080,2011-05-23,0,0.0,0.0
10080,2011-05-30,0,0.0,0.0
10080,2011-06-06,0,0.0,0.0
10080,2011-06-13,0,0.0,0.0
10080,2011-06-20,48,0.0,0.0
10080,2011-06-27,12,0.0,12.0
10080,2011-07-04,12,0.0,15.0
10080,2011-07-11,0,0.0,18.0
10080,2011-07-18,0,0.0,18.0
10080,2011-07-25,12,1.0,1.0
10080,2011-08-01,48,0.0,6.0
10080,2011-08-08,0,0.0,15.0
10080,2011-08-15,0,0.0,15.0
10080,2011-08-22,12,0.0,15.0
10080,2011-08-29,0,0.0,15.0
10080,2011-09-05,36,0.0,3.0
10080,2011-09-12,0,6.0,6.0
10080,2011-09-19,12,0.0,12.0
10080,2011-09-26,12,0.0,12.0
10080,2011-10-03,0,0.0,15.0
10080,2011-10-10,4,0.0,6.0
10080,2011-10-17,0,0.0,7.0
10080,2011-10-24,2,0.0,4.0
10080,2011-10-31,24,0.0,1.5
10080,2011-11-07,24,0.0,7.5
10080,2011-11-14,16,1.0,1.0
10080,2011-11-21,27,0.0,16.5
10080,2011-11-28,0,0.0,22.75
10080,2011-12-05,0,0.0,16.75
10109,2009-11-30,4,,
10109,2009-12-07,0,,4.0
10109,2009-12-14,0,,2.0
10109,2009-12-21,0,,1.3333333333333333
10109,2009-12-28,0,,1.0
10109,2010-01-04,0,,0.0
10109,2010-01-11,0,,0.0
10109,2010-01-18,0,,0.0
10109,2010-01-25,0,,0.0
10109,2010-02-01,0,,0.0
10109,2010-02-08,0,,0.0
10109,2010-02-15,0,,0.0
10109,2010-02-22,0,,0.0
10109,2010-03-01,0,,0.0
10109,2010-03-08,0,,0.0
10109,2010-03-15,0,,0.0
10109,2010-03-22,0,,0.0
10109,2010-03-29,0,,0.0
10109,2010-04-05,0,,0.0
10109,2010-04-12,0,,0.0
10109,2010-04-19,0,,0.0
10109,2010-04-26,0,,0.0
10109,2010-05-03,0,,0.0
10109,2010-05-10,0,,0.0
10109,2010-05-17,0,,0.0
10109,2010-05-24,0,,0.0
10109,2010-05-31,0,,0.0
10109,2010-06-07,0,,0.0
10109,2010-06-14,0,,0.0
10109,2010-06-21,0,,0.0
10109,2010-06-28,0,,0.0
10109,2010-07-05,0,,0.0
10109,2010-07-12,0,,0.0
10109,2010-07-19,0,,0.0
10109,2010-07-26,0,,0.0
10109,2010-08-02,0,,0.0
10109,2010-08-09,0,,0.0
10109,2010-08-16,0,,0.0
10109,2010-08-23,0,,0.0
10109,2010-08-30,0,,0.0
10109,2010-09-06,0,,0.0
10109,2010-09-13,0,,0.0
10109,2010-09-20,0,,0.0
10109,2010-09-27,0,,0.0
10109,2010-10-04,0,,0.0
10109,2010-10-11,0,,0.0
10109,2010-10-18,0,,0.0
10109,2010-10-25,0,,0.0
10109,2010-11-01,0,,0.0
10109,2010-11-08,0,,0.0
10109,2010-11-15,0,,0.0
10109,2010-11-22,0,,0.0
10109,2010-11-29,0,4.0,4.0
10109,2010-12-06,0,0.0,0.0
10109,2010-12-13,0,0.0,0.0
10109,2010-12-20,0,0.0,0.0
10109,2010-12-27,0,0.0,0.0
10109,2011-01-03,0,0.0,0.0
10109,2011-01-10,0,0.0,0.0
10109,2011-01-17,0,0.0,0.0
10109,2011-01-24,0,0.0,0.0
10109,2011-01-31,0,0.0,0.0
10109,2011-02-07,0,0.0,0.0
10109,2011-02-14,0,0.0,0.0
10109,2011-02-21,0,0.0,0.0
10109,2011-02-28,0,0.0,0.0
10109,2011-03-07,0,0.0,0.0
10109,2011-03-14,0,0.0,0.0
10109,2011-03-21,0,0.0,0.0
10109,2011-03-28,0,0.0,0.0
10109,2011-04-04,0,0.0,0.0
10109,2011-04-11,0,0.0,0.0
10109,2011-04-18,0,0.0,0.0
10109,2011-04-25,0,0.0,0.0
10109,2011-05-02,0,0.0,0.0
10109,2011-05-09,0,0.0,0.0
10109,2011-05-16,0,0.0,0.0
10109,2011-05-23,0,0.0,0.0
10109,2011-05-30,0,0.0,0.0
10109,2011-06-06,0,0.0,0.0
10109,2011-06-13,0,0.0,0.0
10109,2011-06-20,0,0.0,0.0
10109,2011-06-27,0,0.0,0.0
10109,2011-07-04,0,0.0,0.0
10109,2011-07-11,0,0.0,0.0
10109,2011-07-18,0,0.0,0.0
10109,2011-07-25,0,0.0,0.0
10109,2011-08-01,0,0.0,0.0
10109,2011-08-08,0,0.0,0.0
10109,2011-08-15,0,0.0,0.0
10109,2011-08-22,0,0.0,0.0
10109,2011-08-29,0,0.0,0.0
10109,2011-09-05,0,0.0,0.0
10109,2011-09-12,0,0.0,0.0
10109,2011-09-19,0,0.0,0.0
10109,2011-09-26,0,0.0,0.0
10109,2011-10-03,0,0.0,0.0
10109,2011-10-10,0,0.0,0.0
10109,2011-10-17,0,0.0,0.0
10109,2011-10-24,0,0.0,0.0
10109,2011-10-31,0,0.0,0.0
10109,2011-11-07,0,0.0,0.0
10109,2011-11-14,0,0.0,0.0
10109,2011-11-21,0,0.0,0.0
10109,2011-11-28,0,0.0,0.0
10109,2011-12-05,0,0.0,0.0
10120,2009-11-30,100,,
10120,2009-12-07,8,,100.0
10120,2009-12-14,6,,54.0
10120,2009-12-21,1,,38.0
10120,2009-12-28,0,,28.75
10120,2010-01-04,31,,3.75
10120,2010-01-11,1,,9.5
10120,2010-01-18,0,,8.25
10120,2010-01-25,0,,8.0
10120,2010-02-01,0,,8.0
10120,2010-02-08,4,,0.25
10120,2010-02-15,1,,1.0
10120,2010-02-22,0,,1.25
10120,2010-03-01,62,,1.25
10120,2010-03-08,6,,16.75
10120,2010-03-15,0,,17.25
10120,2010-03-22,0,,17.0
10120,2010-03-29,30,,17.0
10120,2010-04-05,0,,9.0
10120,2010-04-12,0,,7.5
10120,2010-04-19,0,,7.5
10120,2010-04-26,30,,7.5
10120,2010-05-03,0,,7.5
10120,2010-05-10,0,,7.5
10120,2010-05-17,4,,7.5
10120,2010-05-24,0,,8.5
10120,2010-05-31,0,,1.0
10120,2010-06-07,30,,1.0
10120,2010-06-14,0,,8.5
10120,2010-06-21,0,,7.5
10120,2010-06-28,0,,7.5
10120,2010-07-05,3,,7.5
10120,2010-07-12,0,,0.75
10120,2010-07-19,0,,0.75
10120,2010-07-26,0,,0.75
10120,2010-08-02,0,,0.75
10120,2010-08-09,0,,0.0
10120,2010-08-16,0,,0.0
10120,2010-08-23,0,,0.0
10120,2010-08-30,0,,0.0
10120,2010-09-06,0,,0.0
10120,2010-09-13,9,,0.0
10120,2010-09-20,0,,2.25
10120,2010-09-27,0,,2.25
10120,2010-10-04,30,,2.25
10120,2010-10-11,30,,9.75
10120,2010-10-18,0,,15.0
10120,2010-10-25,11,,15.0
10120,2010-11-01,18,,17.75
10120,2010-11-08,0,,14.75
10120,2010-11-15,2,,7.25
10120,2010-11-22,45,,7.75
10120,2010-11-29,13,100.0,100.0
10120,2010-12-06,13,8.0,8.0
10120,2010-12-13,0,6.0,6.0
10120,2010-12-20,0,1.0,1.0
10120,2010-12-27,0,0.0,6.5
10120,2011-01-03,0,31.0,31.0
10120,2011-01-10,0,1.0,1.0
10120,2011-01-17,0,0.0,0.0
10120,2011-01-24,0,0.0,0.0
10120,2011-01-31,0,0.0,0.0
10120,2011-02-07,0,4.0,4.0
10120,2011-02-14,30,1.0,1.0
10120,2011-02-21,0,0.0,7.5
10120,2011-02-28,11,62.0,62.0
10120,2011-03-07,16,6.0,6.0
10120,2011-03-14,0,0.0,14.25
10120,2011-03-21,0,0.0,6.75
10120,2011-03-28,1,30.0,30.0
10120,2011-04-04,0,0.0,4.25
10120,2011-04-11,0,0.0,0.25
10120,2011-04-18,0,0.0,0.25
10120,2011-04-25,0,30.0,30.0
10120,2011-05-02,0,0.0,0.0
10120,2011-05-09,1,0.0,0.0
10120,2011-05-16,2,4.0,4.0
10120,2011-05-23,0,0.0,0.75
10120,2011-05-30,0,0.0,0.75
10120,2011-06-06,0,30.0,30.0
10120,2011-06-13,0,0.0,0.5
10120,2011-06-20,0,0.0,0.0
10120,2011-06-27,0,0.0,0.0
10120,2011-07-04,5,3.0,3.0
10120,2011-07-11,0,0.0,1.25
10120,2011-07-18,0,0.0,1.25
10120,2011-07-25,0,0.0,1.25
10120,2011-08-01,5,0.0,1.25
10120,2011-08-08,0,0.0,1.25
10120,2011-08-15,0,0.0,1.25
10120,2011-08-22,30,0.0,1.25
10120,2011-08-29,3,0.0,8.75
10120,2011-09-05,0,0.0,8.25
10120,2011-09-12,0,9.0,9.0
10120,2011-09-19,1,0.0,8.25
10120,2011-09-26,6,0.0,1.0
10120,2011-10-03,5,30.0,30.0
10120,2011-10-10,0,30.0,30.0
10120,2011-10-17,5,0.0,3.0
10120,2011-10-24,0,11.0,11.0
10120,2011-10-31,38,18.0,18.0
10120,2011-11-07,0,0.0,10.75
10120,2011-11-14,6,2.0,2.0
10120,2011-11-21,1,45.0,45.0
10120,2011-11-28,10,13.0,13.0
10120,2011-12-05,0,13.0,13.0
10123C,2009-11-30,4,,
10123C,2009-12-07,15,,4.0
10123C,2009-12-14,123,,9.5
10123C,2009-12-21,0,,47.333333333333336
10123C,2009-12-28,0,,35.5
10123C,2010-01-04,0,,34.5
10123C,2010-01-11,3,,30.75
10123C,2010-01-18,13,,0.75
10123C,2010-01-25,14,,4.0
10123C,2010-02-01,0,,7.5
10123C,2010-02-08,1,,7.5
10123C,2010-02-15,12,,7.0
10123C,2010-02-22,0,,6.75
10123C,2010-03-01,0,,3.25
10123C,2010-03-08,1,,3.25
10123C,2010-03-15,12,,3.25
10123C,2010-03-22,5,,3.25
10123C,2010-03-29,0,,4.5
10123C,2010-04-05,1,,4.5
10123C,2010-04-12,0,,4.5
10123C,2010-04-19,2,,1.5
10123C,2010-04-26,13,,0.75
10123C,2010-05-03,1,,4.0
10123C,2010-05-10,12,,4.0
10123C,2010-05-17,1,,7.0
10123C,2010-05-24,37,,6.75
10123C,2010-05-31,1,,12.75
10123C,2010-06-07,0,,12.75
10123C,2010-06-14,0,,9.75
10123C,2010-06-21,1,,9.5
10123C,2010-06-28,0,,0.5
10123C,2010-07-05,1,,0.25
10123C,2010-07-12,2,,0.5
10123C,2010-07-19,0,,1.0
10123C,2010-07-26,0,,0.75
10123C,2010-08-02,0,,0.75
10123C,2010-08-09,147,,0.5
10123C,2010-08-16,0,,36.75
10123C,2010-08-23,17,,36.75
10123C,2010-08-30,12,,41.0
10123C,2010-09-06,0,,44.0
10123C,2010-09-13,24,,7.25
10123C,2010-09-20,0,,13.25
10123C,2010-09-27,145,,9.0
10123C,2010-10-04,0,,42.25
10123C,2010-10-11,1,,42.25
10123C,2010-10-18,1,,36.5
10123C,2010-10-25,1,,36.75
10123C,2010-11-01,16,,0.75
10123C,2010-11-08,0,,4.75
10123C,2010-11-15,6,,4.5
10123C,2010-11-22,0,,5.75
10123C,2010-11-29,1,4.0,4.0
10123C,2010-12-06,0,15.0,15.0
10123C,2010-12-13,0,123.0,123.0
10123C,2010-12-20,0,0.0,0.25
10123C,2010-12-27,0,0.0,0.25
10123C,2011-01-03,0,0.0,0.0
10123C,2011-01-10,0,3.0,3.0
10123C,2011-01-17,0,13.0,13.0
10123C,2011-01-24,0,14.0,14.0
10123C,2011-01-31,0,0.0,0.0
10123C,2011-02-07,0,1.0,1.0
10123C,2011-02-14,0,12.0,12.0
10123C,2011-02-21,0,0.0,0.0
10123C,2011-02-28,3,0.0,0.0
10123C,2011-03-07,0,1.0,1.0
10123C,2011-03-14,0,12.0,12.0
10123C,2011-03-21,0,5.0,5.0
10123C,2011-03-28,1,0.0,0.75
10123C,2011-04-04,0,1.0,1.0
10123C,2011-04-11,0,0.0,0.25
10123C,2011-04-18,0,2.0,2.0
10123C,2011-04-25,0,13.0,13.0
10123C,2011-05-02,0,1.0,1.0
10123C,2011-05-09,0,12.0,12.0
10123C,2011-05-16,0,1.0,1.0
10123C,2011-05-23,0,37.0,37.0
10123C,2011-05-30,0,1.0,1.0
10123C,2011-06-06,0,0.0,0.0
10123C,2011-06-13,0,0.0,0.0
10123C,2011-06-20,0,1.0,1.0
10123C,2011-06-27,0,0.0,0.0
10123C,2011-07-04,0,1.0,1.0
10123C,2011-07-11,0,2.0,2.0
10123C,2011-07-18,0,0.0,0.0
10123C,2011-07-25,0,0.0,0.0
10123C,2011-08-01,0,0.0,0.0
10123C,2011-08-08,0,147.0,147.0
10123C,2011-08-15,0,0.0,0.0
10123C,2011-08-22,0,17.0,17.0
10123C,2011-08-29,0,12.0,12.0
10123C,2011-09-05,0,0.0,0.0
10123C,2011-09-12,0,24.0,24.0
10123C,2011-09-19,0,0.0,0.0
10123C,2011-09-26,0,145.0,145.0
10123C,2011-10-03,0,0.0,0.0
10123C,2011-10-10,0,1.0,1.0
10123C,2011-10-17,0,1.0,1.0
10123C,2011-10-24,0,1.0,1.0
10123C,2011-10-31,0,16.0,16.0
10123C,2011-11-07,0,0.0,0.0
10123C,2011-11-14,0,6.0,6.0
10123C,2011-11-21,0,0.0,0.0
10123C,2011-11-28,0,1.0,1.0
10123C,2011-12-05,0,0.0,0.0
10123G,2009-11-30,2,,
10123G,2009-12-07,0,,2.0
10123G,2009-12-14,0,,1.0
10123G,2009-12-21,0,,0.6666666666666666
10123G,2009-12-28,0,,0.5
10123G,2010-01-04,0,,0.0
10123G,2010-01-11,0,,0.0
10123G,2010-01-18,0,,0.0
10123G,2010-01-25,0,,0.0
10123G,2010-02-01,0,,0.0
10123G,2010-02-08,0,,0.0
10123G,2010-02-15,0,,0.0
10123G,2010-02-22,0,,0.0
10123G,2010-03-01,0,,0.0
10123G,2010-03-08,0,,0.0
10123G,2010-03-15,0,,0.0
10123G,2010-03-22,0,,0.0
10123G,2010-03-29,0,,0.0
10123G,2010-04-05,0,,0.0
10123G,2010-04-12,0,,0.0
10123G,2010-04-19,0,,0.0
10123G,2010-04-26,0,,0.0
10123G,2010-05-03,0,,0.0
10123G,2010-05-10,0,,0.0
10123G,2010-05-17,0,,0.0
10123G,2010-05-24,0,,0.0
10123G,2010-05-31,0,,0.0
10123G,2010-06-07,0,,0.0
10123G,2010-06-14,0,,0.0
10123G,2010-06-21,0,,0.0
10123G,2010-06-28,0,,0.0
10123G,2010-07-05,0,,0.0
10123G,2010-07-12,6,,0.0
10123G,2010-07-19,0,,1.5
10123G,2010-07-26,12,,1.5
10123G,2010-08-02,0,,4.5
10123G,2010-08-09,1104,,4.5
10123G,2010-08-16,0,,279.0
10123G,2010-08-23,0,,279.0
10123G,2010-08-30,0,,276.0
10123G,2010-09-06,0,,276.0
10123G,2010-09-13,0,,0.0
10123G,2010-09-20,0,,0.0
10123G,2010-09-27,1105,,0.0
10123G,2010-10-04,0,,276.25
10123G,2010-10-11,0,,276.25
10123G,2010-10-18,0,,276.25
10123G,2010-10-25,1,,276.25
10123G,2010-11-01,9,,0.25
10123G,2010-11-08,1,,2.5
10123G,2010-11-15,1,,2.75
10123G,2010-11-22,1,,3.0
10123G,2010-11-29,9,2.0,2.0
10123G,2010-12-06,0,0.0,3.0
10123G,2010-12-13,0,0.0,2.75
10123G,2010-12-20,0,0.0,2.5
10123G,2010-12-27,0,0.0,2.25
10123G,2011-01-03,0,0.0,0.0
10123G,2011-01-10,0,0.0,0.0
10123G,2011-01-17,0,0.0,0.0
10123G,2011-01-24,0,0.0,0.0
10123G,2011-01-31,0,0.0,0.0
10123G,2011-02-07,0,0.0,0.0
10123G,2011-02-14,0,0.0,0.0
10123G,2011-02-21,0,0.0,0.0
10123G,2011-02-28,0,0.0,0.0
10123G,2011-03-07,0,0.0,0.0
10123G,2011-03-14,0,0.0,0.0
10123G,2011-03-21,0,0.0,0.0
10123G,2011-03-28,0,0.0,0.0
10123G,2011-04-04,0,0.0,0.0
10123G,2011-04-11,0,0.0,0.0
10123G,2011-04-18,0,0.0,0.0
10123G,2011-04-25,0,0.0,0.0
10123G,2011-05-02,0,0.0,0.0
10123G,2011-05-09,0,0.0,0.0
10123G,2011-05-16,0,0.0,0.0
10123G,2011-05-23,0,0.0,0.0
10123G,2011-05-30,0,0.0,0.0
10123G,2011-06-06,0,0.0,0.0
10123G,2011-06-13,0,0.0,0.0
10123G,2011-06-20,0,0.0,0.0
10123G,2011-06-27,0,0.0,0.0
10123G,2011-07-04,0,0.0,0.0
10123G,2011-07-11,0,6.0,6.0
10123G,2011-07-18,0,0.0,0.0
10123G,2011-07-25,0,12.0,12.0
10123G,2011-08-01,0,0.0,0.0
10123G,2011-08-08,0,1104.0,1104.0
10123G,2011-08-15,0,0.0,0.0
10123G,2011-08-22,0,0.0,0.0
10123G,2011-08-29,0,0.0,0.0
10123G,2011-09-05,0,0.0,0.0
10123G,2011-09-12,0,0.0,0.0
10123G,2011-09-19,0,0.0,0.0
10123G,2011-09-26,0,1105.0,1105.0
10123G,2011-10-03,0,0.0,0.0
10123G,2011-10-10,0,0.0,0.0
10123G,2011-10-17,0,0.0,0.0
